customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
cust_020108,ucust_006053,57410,sao paulo,RJ
cust_047323,ucust_006054,99076,sao paulo,MG
cust_003951,ucust_006055,22071,sao paulo,MG
cust_059588,ucust_006056,81719,belo horizonte,SP
cust_074328,ucust_006057,51011,belo horizonte,SP
cust_077454,ucust_006058,16393,brasilia,SP
cust_074856,ucust_006059,52480,belo horizonte,SC
cust_027984,ucust_006060,56405,rio de janeiro,SP
cust_041673,ucust_006061,97989,sao paulo,MT
cust_052338,ucust_006062,34922,belo horizonte,ES
cust_053167,ucust_006063,66986,rio de janeiro,SP
cust_068229,ucust_006064,52131,rio de janeiro,ES
cust_077584,ucust_006065,63558,belo horizonte,SP
cust_086410,ucust_006066,97967,rio de janeiro,BA
cust_086122,ucust_006067,52379,rio de janeiro,RS
cust_010172,ucust_006068,13223,brasilia,SP
cust_060970,ucust_006069,39505,curitiba,RJ
cust_007315,ucust_006070,92562,belo horizonte,BA
cust_026430,ucust_006071,94392,sao paulo,PR
cust_071340,ucust_006072,24622,rio de janeiro,RS
cust_074603,ucust_006073,33363,rio de janeiro,PR
cust_024845,ucust_006074,12623,sao paulo,SP
cust_082902,ucust_006075,78041,belo horizonte,RJ
cust_035300,ucust_006076,91217,curitiba,RJ
cust_062692,ucust_006077,78411,rio de janeiro,SP
cust_045531,ucust_006078,96812,belo horizonte,SP
cust_070799,ucust_006079,97167,belo horizonte,MG
cust_015156,ucust_006080,12320,belo horizonte,PE
cust_025893,ucust_006081,70480,brasilia,RJ
cust_081590,ucust_006082,53502,sao paulo,SP
cust_035650,ucust_006083,51991,rio de janeiro,RS
cust_027493,ucust_006084,66397,curitiba,RS
cust_065424,ucust_006085,29446,rio de janeiro,CE
cust_034138,ucust_006086,52871,rio de janeiro,RJ
cust_018422,ucust_006087,17622,sao paulo,ES
cust_037275,ucust_006088,78621,brasilia,MG
cust_035306,ucust_006089,99588,belo horizonte,SP
cust_001122,ucust_006090,87413,curitiba,SP
cust_035991,ucust_006091,40579,brasilia,SP
cust_069400,ucust_006092,63678,brasilia,RJ
cust_040874,ucust_006093,18707,belo horizonte,RJ
cust_058095,ucust_006094,25496,curitiba,RJ
cust_085665,ucust_006095,82490,belo horizonte,SC
cust_041150,ucust_006096,20079,brasilia,SC
cust_021884,ucust_006097,21608,rio de janeiro,GO
cust_034627,ucust_006098,63593,rio de janeiro,MG
cust_007152,ucust_006099,91035,rio de janeiro,RS
cust_004396,ucust_006100,46324,curitiba,SP
cust_078010,ucust_006101,91841,rio de janeiro,SP
cust_017038,ucust_006102,24854,curitiba,MG
cust_036931,ucust_006103,71764,belo horizonte,SP
cust_087004,ucust_006104,33114,curitiba,SP
cust_042125,ucust_006105,13908,rio de janeiro,SC
cust_061248,ucust_006106,76679,brasilia,RJ
cust_036191,ucust_006107,79886,belo horizonte,SP
cust_051212,ucust_006108,72965,curitiba,SP
cust_028005,ucust_006109,83565,brasilia,SC
cust_077304,ucust_006110,69413,sao paulo,AL
cust_005050,ucust_006111,12528,brasilia,ES
cust_051618,ucust_006112,48036,belo horizonte,RJ
cust_009734,ucust_006113,10823,brasilia,CE
cust_082057,ucust_006114,73123,curitiba,PE
cust_007794,ucust_006115,74463,sao paulo,RJ
cust_071880,ucust_006116,88530,rio de janeiro,RJ
cust_066583,ucust_006117,71883,belo horizonte,RJ
cust_029953,ucust_006118,34174,brasilia,SC
cust_022571,ucust_006119,17209,sao paulo,SP
cust_000803,ucust_006120,69657,curitiba,SP
cust_062182,ucust_006121,68074,belo horizonte,PR
cust_034800,ucust_006122,44293,brasilia,MG
cust_062138,ucust_006123,31587,curitiba,SP
cust_061779,ucust_006124,44607,curitiba,CE
cust_012251,ucust_006125,34720,curitiba,SP
cust_051291,ucust_006126,87337,curitiba,RJ
cust_038811,ucust_006127,38624,rio de janeiro,SP
cust_000272,ucust_006128,30761,belo horizonte,SP
cust_079913,ucust_006129,64017,rio de janeiro,SP
cust_014309,ucust_006130,69277,belo horizonte,RJ
cust_038205,ucust_006131,29873,curitiba,MG
cust_056371,ucust_006132,82192,rio de janeiro,RJ
cust_044497,ucust_006133,97106,brasilia,SP
cust_030987,ucust_006134,10083,curitiba,SP
cust_009880,ucust_006135,36941,rio de janeiro,GO
cust_089456,ucust_006136,36928,rio de janeiro,RJ
cust_059771,ucust_006137,74824,curitiba,RJ
cust_037741,ucust_006138,60836,rio de janeiro,SP
cust_053362,ucust_006139,74254,sao paulo,PE
cust_014029,ucust_006140,78608,belo horizonte,ES
cust_055094,ucust_006141,98736,rio de janeiro,MT
cust_062589,ucust_006142,97764,sao paulo,MG
cust_007724,ucust_006143,36367,sao paulo,SP
cust_003472,ucust_006144,84990,curitiba,SP
cust_075310,ucust_006145,64986,belo horizonte,SC
cust_051427,ucust_006146,81187,belo horizonte,SP
cust_052427,ucust_006147,58774,belo horizonte,SP
cust_006623,ucust_006148,80655,sao paulo,RJ
cust_064849,ucust_006149,75438,rio de janeiro,SP
cust_019524,ucust_006150,42526,rio de janeiro,SP
cust_057591,ucust_006151,31962,sao paulo,RJ
cust_010583,ucust_006152,21407,curitiba,RJ
cust_024857,ucust_006153,60521,curitiba,SP
cust_020699,ucust_006154,43990,belo horizonte,SC
cust_061401,ucust_006155,44160,sao paulo,SP
cust_052402,ucust_006156,69271,brasilia,RJ
cust_086758,ucust_006157,60696,rio de janeiro,PE
cust_002729,ucust_006158,19658,brasilia,CE
cust_084646,ucust_006159,40036,belo horizonte,MG
cust_010920,ucust_006160,77553,rio de janeiro,SP
cust_076162,ucust_006161,59715,brasilia,SP
cust_084364,ucust_006162,78054,sao paulo,RS
cust_004145,ucust_006163,43657,brasilia,SP
cust_052488,ucust_006164,70584,belo horizonte,SP
cust_064001,ucust_006165,47150,sao paulo,SP
cust_023930,ucust_006166,55941,curitiba,RJ
cust_081382,ucust_006167,22850,curitiba,SP
cust_030910,ucust_006168,65308,brasilia,SP
cust_069740,ucust_006169,73525,sao paulo,SP
cust_075716,ucust_006170,24086,curitiba,SP
cust_029883,ucust_006171,69211,belo horizonte,SP
cust_043135,ucust_006172,57622,belo horizonte,SP
cust_022039,ucust_006173,58241,curitiba,PE
cust_073332,ucust_006174,22595,sao paulo,SP
cust_065290,ucust_006175,91130,sao paulo,MG
cust_083242,ucust_006176,54151,sao paulo,SP
cust_050419,ucust_006177,76860,belo horizonte,SC
cust_031223,ucust_006178,52948,curitiba,SP
cust_032239,ucust_006179,92728,belo horizonte,SP
cust_051665,ucust_006180,66186,sao paulo,RJ
cust_009077,ucust_006181,68731,sao paulo,SP
cust_048397,ucust_006182,81084,sao paulo,SP
cust_032603,ucust_006183,86908,sao paulo,SC
cust_005738,ucust_006184,82641,sao paulo,RJ
cust_089567,ucust_006185,59483,brasilia,SP
cust_024856,ucust_006186,67736,sao paulo,SP
cust_052410,ucust_006187,47759,belo horizonte,SP
cust_082349,ucust_006188,68471,brasilia,SP
cust_047708,ucust_006189,72912,rio de janeiro,SP
cust_021117,ucust_006190,96773,brasilia,PR
cust_000553,ucust_006191,44113,brasilia,AL
cust_070371,ucust_006192,45886,sao paulo,SP
cust_006721,ucust_006193,11842,belo horizonte,RJ
cust_061620,ucust_006194,48546,curitiba,SP
cust_053728,ucust_006195,31738,brasilia,MT
cust_031850,ucust_006196,41488,rio de janeiro,SP
cust_060485,ucust_006197,67794,sao paulo,SP
cust_043422,ucust_006198,33656,belo horizonte,SP
cust_020266,ucust_006199,15612,rio de janeiro,SP
cust_066011,ucust_006200,45948,curitiba,SP
cust_063981,ucust_006201,68363,belo horizonte,SP
cust_034317,ucust_006202,19119,brasilia,BA
cust_028500,ucust_006203,32758,belo horizonte,PE
cust_088672,ucust_006204,79555,curitiba,CE
cust_011182,ucust_006205,13720,rio de janeiro,RJ
cust_037806,ucust_006206,89397,belo horizonte,RJ
cust_061261,ucust_006207,41433,curitiba,AL
cust_065889,ucust_006208,74076,rio de janeiro,MS
cust_039023,ucust_006209,20977,brasilia,SC
cust_055753,ucust_006210,60026,sao paulo,CE
cust_000343,ucust_006211,85089,belo horizonte,RJ
cust_073484,ucust_006212,80036,sao paulo,MG
cust_031819,ucust_006213,55045,sao paulo,SP
cust_078037,ucust_006214,46225,curitiba,SP
cust_021209,ucust_006215,21585,brasilia,RS
cust_062809,ucust_006216,19074,curitiba,BA
cust_052123,ucust_006217,95439,sao paulo,PB
cust_018406,ucust_006218,77924,brasilia,SC
cust_013515,ucust_006219,24578,sao paulo,SP
cust_005221,ucust_006220,18622,curitiba,SP
cust_037413,ucust_006221,90832,curitiba,RJ
cust_023033,ucust_006222,48150,brasilia,RJ
cust_082214,ucust_006223,91176,belo horizonte,SP
cust_014149,ucust_006224,55282,curitiba,SP
cust_053304,ucust_006225,85568,brasilia,SP
cust_016120,ucust_006226,82307,sao paulo,SP
cust_066755,ucust_006227,93037,curitiba,SP
cust_015175,ucust_006228,56262,curitiba,AL
cust_072172,ucust_006229,25527,sao paulo,AL
cust_076329,ucust_006230,25952,sao paulo,SP
cust_064977,ucust_006231,54659,brasilia,SP
cust_041525,ucust_006232,63884,belo horizonte,MG
cust_022028,ucust_006233,10532,sao paulo,MG
cust_057882,ucust_006234,75400,sao paulo,PR
cust_024225,ucust_006235,48029,sao paulo,PB
cust_004737,ucust_006236,25535,curitiba,SP
cust_018042,ucust_006237,93734,belo horizonte,RJ
cust_079108,ucust_006238,48167,curitiba,SP
cust_055815,ucust_006239,25591,curitiba,SP
cust_027851,ucust_006240,18266,sao paulo,SP
cust_063227,ucust_006241,85895,rio de janeiro,SP
cust_067803,ucust_006242,45116,rio de janeiro,SP
cust_076497,ucust_006243,15341,rio de janeiro,SP
cust_079561,ucust_006244,52799,rio de janeiro,SP
cust_056666,ucust_006245,17766,rio de janeiro,SP
cust_075571,ucust_006246,73349,curitiba,SP
cust_033426,ucust_006247,10333,curitiba,SP
cust_000997,ucust_006248,32215,curitiba,SP
cust_058182,ucust_006249,51847,brasilia,SP
cust_074056,ucust_006250,21861,rio de janeiro,RJ
cust_010969,ucust_006251,99109,curitiba,RJ
cust_052160,ucust_006252,72129,sao paulo,CE
cust_019555,ucust_006253,77794,rio de janeiro,SP
cust_086285,ucust_006254,98504,belo horizonte,PE
cust_010593,ucust_006255,61453,belo horizonte,SP
cust_058174,ucust_006256,34323,rio de janeiro,PR
cust_070565,ucust_006257,38524,brasilia,RJ
cust_026454,ucust_006258,70936,brasilia,MG
cust_065063,ucust_006259,56219,rio de janeiro,SP
cust_042024,ucust_006260,47394,curitiba,SP
cust_012206,ucust_006261,79730,rio de janeiro,SP
cust_003338,ucust_006262,46332,curitiba,RJ
cust_088790,ucust_006263,90449,brasilia,SP
cust_010200,ucust_006264,40704,rio de janeiro,MG
cust_019895,ucust_006265,35153,curitiba,MG
cust_071836,ucust_006266,45749,belo horizonte,RJ
cust_081489,ucust_006267,49042,brasilia,RS
cust_029751,ucust_006268,78829,belo horizonte,SP
cust_004566,ucust_006269,48096,sao paulo,SP
cust_040609,ucust_006270,39532,rio de janeiro,MG
cust_019305,ucust_006271,29504,rio de janeiro,SP
cust_056542,ucust_006272,73846,rio de janeiro,SP
cust_021187,ucust_006273,54489,brasilia,SP
cust_083406,ucust_006274,50197,curitiba,RJ
cust_005453,ucust_006275,97584,belo horizonte,SP
cust_014313,ucust_006276,58000,brasilia,RJ
cust_045719,ucust_006277,34544,rio de janeiro,PB
cust_046695,ucust_006278,71429,rio de janeiro,PB
cust_087973,ucust_006279,61108,brasilia,BA
cust_011479,ucust_006280,45279,curitiba,RJ
cust_066791,ucust_006281,60748,curitiba,SP
cust_087226,ucust_006282,79299,brasilia,SP
cust_058291,ucust_006283,29085,belo horizonte,MT
cust_075132,ucust_006284,79273,brasilia,SP
cust_022810,ucust_006285,78451,curitiba,SP
cust_002994,ucust_006286,95600,brasilia,SP
cust_007733,ucust_006287,90302,curitiba,CE
cust_059334,ucust_006288,43942,brasilia,SP
cust_080217,ucust_006289,67746,curitiba,RJ
cust_004505,ucust_006290,15246,sao paulo,MG
cust_039938,ucust_006291,35441,belo horizonte,RJ
cust_052136,ucust_006292,83595,sao paulo,SP
cust_002953,ucust_006293,99122,sao paulo,SP
cust_021706,ucust_006294,49359,sao paulo,SP
cust_079063,ucust_006295,23043,rio de janeiro,SC
cust_036817,ucust_006296,27898,belo horizonte,PR
cust_026449,ucust_006297,10746,belo horizonte,RS
cust_016345,ucust_006298,50673,curitiba,SP
cust_058135,ucust_006299,54713,brasilia,BA
cust_020491,ucust_006300,56010,belo horizonte,SP
cust_083983,ucust_006301,93076,belo horizonte,DF
cust_045162,ucust_006302,93937,rio de janeiro,SP
cust_042906,ucust_006303,27352,brasilia,BA
cust_027104,ucust_006304,74359,sao paulo,BA
cust_075148,ucust_006305,47818,sao paulo,SP
cust_061471,ucust_006306,53051,brasilia,PB
cust_033320,ucust_006307,95299,curitiba,SP
cust_040520,ucust_006308,50963,belo horizonte,SP
cust_012594,ucust_006309,38040,belo horizonte,PR
cust_021021,ucust_006310,35064,sao paulo,SP
cust_024888,ucust_006311,93647,curitiba,SP
cust_068075,ucust_006312,32581,curitiba,BA
cust_085208,ucust_006313,42946,rio de janeiro,RJ
cust_029936,ucust_006314,96762,sao paulo,PR
cust_083446,ucust_006315,82009,sao paulo,SP
cust_086443,ucust_006316,38572,sao paulo,DF
cust_011017,ucust_006317,60154,brasilia,RJ
cust_029900,ucust_006318,98207,rio de janeiro,SP
cust_036536,ucust_006319,76473,sao paulo,GO
cust_031330,ucust_006320,28891,sao paulo,ES
cust_014581,ucust_006321,96334,rio de janeiro,PB
cust_088280,ucust_006322,58612,sao paulo,MG
cust_083318,ucust_006323,82862,rio de janeiro,RJ
cust_044541,ucust_006324,75167,sao paulo,RJ
cust_011688,ucust_006325,59996,sao paulo,SP
cust_051850,ucust_006326,62966,curitiba,SP
cust_026836,ucust_006327,87395,curitiba,MG
cust_076823,ucust_006328,28776,brasilia,SP
cust_072562,ucust_006329,89134,belo horizonte,PR
cust_071933,ucust_006330,96652,belo horizonte,SP
cust_019893,ucust_006331,96573,sao paulo,SP
cust_061204,ucust_006332,77856,sao paulo,SC
cust_044779,ucust_006333,14288,brasilia,SP
cust_003105,ucust_006334,49662,belo horizonte,RS
cust_077330,ucust_006335,56214,rio de janeiro,RJ
cust_086656,ucust_006336,24366,belo horizonte,SP
cust_072581,ucust_006337,52950,curitiba,SP
cust_075414,ucust_006338,16532,belo horizonte,RJ
cust_012107,ucust_006339,80159,belo horizonte,RJ
cust_076543,ucust_006340,71846,rio de janeiro,MS
cust_073239,ucust_006341,65705,brasilia,SP
cust_060097,ucust_006342,46161,curitiba,SP
cust_004401,ucust_006343,65658,sao paulo,SP
cust_073282,ucust_006344,20926,brasilia,SP
cust_006505,ucust_006345,10215,brasilia,RJ
cust_006080,ucust_006346,72214,rio de janeiro,SP
cust_041261,ucust_006347,84723,brasilia,RJ
cust_075810,ucust_006348,75351,rio de janeiro,SP
cust_074852,ucust_006349,92839,belo horizonte,PR
cust_078645,ucust_006350,81117,curitiba,ES
cust_076140,ucust_006351,42610,brasilia,MG
cust_082194,ucust_006352,49964,belo horizonte,RJ
cust_088785,ucust_006353,98352,sao paulo,MT
cust_070963,ucust_006354,86379,brasilia,MT
cust_038206,ucust_006355,99485,rio de janeiro,SP
cust_002158,ucust_006356,95066,rio de janeiro,SP
cust_056431,ucust_006357,35323,curitiba,MG
cust_024676,ucust_006358,56918,belo horizonte,BA
cust_063034,ucust_006359,26195,rio de janeiro,MS
cust_051059,ucust_006360,40299,rio de janeiro,SC
cust_080298,ucust_006361,64854,rio de janeiro,PR
cust_050171,ucust_006362,60818,curitiba,RJ
cust_066761,ucust_006363,96411,rio de janeiro,SP
cust_056851,ucust_006364,41338,curitiba,SP
cust_068266,ucust_006365,98310,rio de janeiro,RN
cust_005007,ucust_006366,45043,belo horizonte,GO
cust_020192,ucust_006367,86640,sao paulo,SP
cust_061205,ucust_006368,67018,brasilia,SP
cust_010698,ucust_006369,15117,belo horizonte,PR
cust_048748,ucust_006370,67454,rio de janeiro,RJ
cust_017989,ucust_006371,72498,belo horizonte,RJ
cust_013006,ucust_006372,51904,curitiba,PR
cust_022048,ucust_006373,16691,belo horizonte,PB
cust_051038,ucust_006374,69248,sao paulo,SP
cust_006733,ucust_006375,96855,rio de janeiro,SP
cust_008074,ucust_006376,21244,belo horizonte,SP
cust_049776,ucust_006377,78953,belo horizonte,RJ
cust_059887,ucust_006378,34120,belo horizonte,SP
cust_081019,ucust_006379,19920,curitiba,PI
cust_034626,ucust_006380,86430,curitiba,MG
cust_000171,ucust_006381,33072,curitiba,PE
cust_068516,ucust_006382,33822,brasilia,SP
cust_051083,ucust_006383,54611,sao paulo,MT
cust_039085,ucust_006384,11110,sao paulo,RJ
cust_064369,ucust_006385,28999,sao paulo,SP
cust_021031,ucust_006386,85940,rio de janeiro,SP
cust_046890,ucust_006387,81447,brasilia,SP
cust_045670,ucust_006388,30716,belo horizonte,SP
cust_081352,ucust_006389,82143,belo horizonte,MG
cust_071617,ucust_006390,61478,belo horizonte,SC
cust_059326,ucust_006391,30700,sao paulo,AM
cust_038731,ucust_006392,82049,belo horizonte,SC
cust_018921,ucust_006393,58146,curitiba,MG
cust_032928,ucust_006394,19923,rio de janeiro,SP
cust_063481,ucust_006395,68374,belo horizonte,RJ
cust_022352,ucust_006396,20673,belo horizonte,SC
cust_017147,ucust_006397,43761,brasilia,SP
cust_029514,ucust_006398,39463,brasilia,SP
cust_034311,ucust_006399,67978,rio de janeiro,SP
cust_025956,ucust_006400,84833,brasilia,MG
cust_075309,ucust_006401,67423,sao paulo,MS
cust_077850,ucust_006402,78144,curitiba,SP
cust_014023,ucust_006403,54099,sao paulo,RJ
cust_045830,ucust_006404,27337,belo horizonte,PR
cust_015719,ucust_006405,70748,curitiba,SP
cust_014686,ucust_006406,32552,brasilia,MG
cust_086330,ucust_006407,38522,curitiba,SP
cust_046090,ucust_006408,41676,brasilia,PR
cust_011236,ucust_006409,15870,curitiba,PE
cust_060129,ucust_006410,34593,rio de janeiro,RJ
cust_078605,ucust_006411,44866,sao paulo,MT
cust_014920,ucust_006412,64059,brasilia,MG
cust_070687,ucust_006413,94026,rio de janeiro,RJ
cust_045419,ucust_006414,45737,belo horizonte,SP
cust_072664,ucust_006415,25900,brasilia,MG
cust_048177,ucust_006416,24621,curitiba,SP
cust_051049,ucust_006417,29364,belo horizonte,SP
cust_048348,ucust_006418,41522,brasilia,MT
cust_010399,ucust_006419,56538,brasilia,PR
cust_017508,ucust_006420,30003,sao paulo,GO
cust_047247,ucust_006421,84326,sao paulo,SP
cust_072547,ucust_006422,87025,brasilia,RJ
cust_074985,ucust_006423,55514,brasilia,SP
cust_079175,ucust_006424,38074,curitiba,SP
cust_044205,ucust_006425,93221,sao paulo,MG
cust_041179,ucust_006426,85884,rio de janeiro,SP
cust_063432,ucust_006427,10666,belo horizonte,GO
cust_012713,ucust_006428,85407,rio de janeiro,SP
cust_070173,ucust_006429,97083,rio de janeiro,RJ
cust_036338,ucust_006430,21020,curitiba,SP
cust_043643,ucust_006431,96146,rio de janeiro,SC
cust_045855,ucust_006432,61889,brasilia,SP
cust_047937,ucust_006433,94121,rio de janeiro,BA
cust_013019,ucust_006434,28043,sao paulo,AL
cust_033447,ucust_006435,41776,sao paulo,SP
cust_089516,ucust_006436,84582,belo horizonte,BA
cust_061341,ucust_006437,46961,curitiba,SP
cust_006376,ucust_006438,79715,belo horizonte,SC
cust_085054,ucust_006439,26109,sao paulo,PE
cust_027713,ucust_006440,87374,belo horizonte,RS
cust_006890,ucust_006441,84999,curitiba,AL
cust_085076,ucust_006442,58678,brasilia,SP
cust_010008,ucust_006443,83418,belo horizonte,RJ
cust_070873,ucust_006444,64478,curitiba,MG
cust_009735,ucust_006445,65519,curitiba,MG
cust_020202,ucust_006446,98542,rio de janeiro,RJ
cust_061497,ucust_006447,56122,sao paulo,MG
cust_051782,ucust_006448,95127,curitiba,BA
cust_005518,ucust_006449,24986,brasilia,PR
cust_009140,ucust_006450,74167,curitiba,SP
cust_073659,ucust_006451,62100,curitiba,PR
cust_087901,ucust_006452,65324,rio de janeiro,SP
cust_083815,ucust_006453,51023,curitiba,SP
cust_055023,ucust_006454,88471,belo horizonte,PR
cust_065677,ucust_006455,47475,rio de janeiro,ES
cust_059387,ucust_006456,67587,sao paulo,MG
cust_062426,ucust_006457,44317,rio de janeiro,SP
cust_020168,ucust_006458,91895,sao paulo,SP
cust_017713,ucust_006459,76528,curitiba,CE
cust_089872,ucust_006460,50159,brasilia,SP
cust_029483,ucust_006461,36968,brasilia,SP
cust_062286,ucust_006462,46519,sao paulo,SP
cust_001256,ucust_006463,19089,belo horizonte,RS
cust_021218,ucust_006464,84403,brasilia,MG
cust_062759,ucust_006465,43218,brasilia,SP
cust_088386,ucust_006466,22142,brasilia,RS
cust_004323,ucust_006467,23763,curitiba,SP
cust_084214,ucust_006468,77756,curitiba,MG
cust_070634,ucust_006469,18380,brasilia,RS
cust_083828,ucust_006470,39566,rio de janeiro,SP
cust_022401,ucust_006471,41941,brasilia,RS
cust_001671,ucust_006472,97396,sao paulo,RS
cust_016382,ucust_006473,98132,sao paulo,RJ
cust_017326,ucust_006474,80418,curitiba,SP
cust_048785,ucust_006475,32352,brasilia,PR
cust_024631,ucust_006476,46292,rio de janeiro,MG
cust_063161,ucust_006477,53596,curitiba,MT
cust_049075,ucust_006478,95302,belo horizonte,SC
cust_071260,ucust_006479,22892,rio de janeiro,SP
cust_050688,ucust_006480,70041,belo horizonte,SP
cust_085521,ucust_006481,12643,belo horizonte,SP
cust_000520,ucust_006482,87563,sao paulo,SP
cust_028553,ucust_006483,21967,brasilia,SP
cust_012712,ucust_006484,68791,sao paulo,MG
cust_015162,ucust_006485,43843,rio de janeiro,RJ
cust_058931,ucust_006486,88296,curitiba,MG
cust_068509,ucust_006487,46806,rio de janeiro,SP
cust_087334,ucust_006488,25422,rio de janeiro,ES
cust_067345,ucust_006489,54493,rio de janeiro,SP
cust_060926,ucust_006490,53979,curitiba,SP
cust_012347,ucust_006491,63675,brasilia,AM
cust_089945,ucust_006492,37026,sao paulo,SP
cust_081379,ucust_006493,80911,sao paulo,RJ
cust_053277,ucust_006494,67385,sao paulo,MS
cust_027324,ucust_006495,52190,brasilia,GO
cust_072551,ucust_006496,87483,curitiba,DF
cust_018436,ucust_006497,54291,sao paulo,MG
cust_074882,ucust_006498,84847,brasilia,SP
cust_086723,ucust_006499,71710,rio de janeiro,CE
cust_014199,ucust_006500,83048,rio de janeiro,SP
cust_073363,ucust_006501,52151,rio de janeiro,MG
cust_002487,ucust_006502,75740,curitiba,SP
cust_040325,ucust_006503,42632,brasilia,RJ
cust_017223,ucust_006504,93943,rio de janeiro,MG
cust_042368,ucust_006505,40313,belo horizonte,SP
cust_062350,ucust_006506,10413,rio de janeiro,SP
cust_037244,ucust_006507,11452,sao paulo,SP
cust_088936,ucust_006508,41555,brasilia,MG
cust_025523,ucust_006509,65390,rio de janeiro,SP
cust_051175,ucust_006510,38983,brasilia,AL
cust_017647,ucust_006511,53641,curitiba,SP
cust_048246,ucust_006512,30406,brasilia,MG
cust_089090,ucust_006513,10989,sao paulo,PR
cust_076625,ucust_006514,42175,sao paulo,PE
cust_013629,ucust_006515,61134,rio de janeiro,RJ
cust_008399,ucust_006516,85817,belo horizonte,SP
cust_042616,ucust_006517,19165,sao paulo,BA
cust_054495,ucust_006518,33892,sao paulo,SP
cust_082836,ucust_006519,10731,sao paulo,PR
cust_004258,ucust_006520,65220,curitiba,MS
cust_045057,ucust_006521,40192,brasilia,DF
cust_032730,ucust_006522,26306,curitiba,SP
cust_017842,ucust_006523,33321,brasilia,SP
cust_045315,ucust_006524,92810,curitiba,BA
cust_052262,ucust_006525,45564,brasilia,RS
cust_042264,ucust_006526,12452,curitiba,DF
cust_034484,ucust_006527,47035,curitiba,SP
cust_003676,ucust_006528,84712,curitiba,RJ
cust_039774,ucust_006529,30218,brasilia,BA
cust_022227,ucust_006530,98090,rio de janeiro,RJ
cust_071405,ucust_006531,69214,rio de janeiro,SP
cust_058336,ucust_006532,55836,belo horizonte,MG
cust_027634,ucust_006533,63830,curitiba,SP
cust_013954,ucust_006534,28478,curitiba,SP
cust_052387,ucust_006535,84279,rio de janeiro,SP
cust_062500,ucust_006536,70949,brasilia,SP
cust_048654,ucust_006537,67428,curitiba,SP
cust_034229,ucust_006538,86541,rio de janeiro,SP
cust_082591,ucust_006539,89135,belo horizonte,GO
cust_013522,ucust_006540,26745,curitiba,RS
cust_012223,ucust_006541,50081,belo horizonte,SP
cust_022430,ucust_006542,89400,curitiba,SP
cust_025151,ucust_006543,71764,belo horizonte,SP
cust_010041,ucust_006544,42498,curitiba,PR
cust_083973,ucust_006545,96257,sao paulo,CE
cust_077847,ucust_006546,32109,sao paulo,SP
cust_083359,ucust_006547,56458,curitiba,RS
cust_075466,ucust_006548,89655,belo horizonte,SP
cust_036501,ucust_006549,83195,belo horizonte,SP
cust_059472,ucust_006550,58871,curitiba,SP
cust_075892,ucust_006551,21724,brasilia,RJ
cust_054511,ucust_006552,35686,curitiba,SP
cust_035028,ucust_006553,18691,sao paulo,PB
cust_003775,ucust_006554,91862,curitiba,ES
cust_014669,ucust_006555,50426,rio de janeiro,PR
cust_044750,ucust_006556,62764,belo horizonte,ES
cust_016847,ucust_006557,60858,brasilia,SP
cust_065126,ucust_006558,91733,curitiba,SP
cust_022507,ucust_006559,27028,rio de janeiro,MG
cust_030292,ucust_006560,62798,brasilia,GO
cust_057561,ucust_006561,78707,belo horizonte,RN
cust_049221,ucust_006562,72480,sao paulo,PE
cust_058699,ucust_006563,87902,rio de janeiro,SP
cust_034994,ucust_006564,77455,rio de janeiro,RS
cust_009226,ucust_006565,37857,rio de janeiro,RS
cust_017455,ucust_006566,36643,belo horizonte,SC
cust_072069,ucust_006567,28623,curitiba,SC
cust_077033,ucust_006568,34442,curitiba,SP
cust_001515,ucust_006569,43149,brasilia,RJ
cust_034417,ucust_006570,32853,rio de janeiro,RJ
cust_036175,ucust_006571,82333,belo horizonte,MG
cust_014273,ucust_006572,37907,rio de janeiro,PR
cust_036199,ucust_006573,25750,brasilia,SP
cust_038248,ucust_006574,83166,rio de janeiro,SP
cust_029534,ucust_006575,15508,rio de janeiro,SP
cust_032127,ucust_006576,84246,sao paulo,SP
cust_034594,ucust_006577,37444,brasilia,RJ
cust_087740,ucust_006578,81478,sao paulo,SP
cust_073385,ucust_006579,39874,curitiba,MG
cust_066184,ucust_006580,84774,rio de janeiro,SP
cust_015268,ucust_006581,45912,curitiba,SP
cust_024694,ucust_006582,26591,brasilia,MG
cust_045173,ucust_006583,90728,curitiba,SP
cust_036862,ucust_006584,26661,belo horizonte,SP
cust_085266,ucust_006585,26962,curitiba,MG
cust_036790,ucust_006586,38938,belo horizonte,ES
cust_081413,ucust_006587,72094,sao paulo,SP
cust_083084,ucust_006588,15718,rio de janeiro,SP
cust_013360,ucust_006589,63109,sao paulo,RJ
cust_063327,ucust_006590,76663,brasilia,CE
cust_026550,ucust_006591,92024,curitiba,MG
cust_065072,ucust_006592,29642,brasilia,RJ
cust_084459,ucust_006593,85553,rio de janeiro,MG
cust_054569,ucust_006594,67985,curitiba,RJ
cust_003883,ucust_006595,23248,brasilia,MG
cust_006592,ucust_006596,23429,rio de janeiro,RJ
cust_086064,ucust_006597,21218,belo horizonte,SP
cust_075413,ucust_006598,46456,brasilia,SP
cust_079277,ucust_006599,52181,curitiba,SP
cust_007001,ucust_006600,43842,brasilia,RJ
cust_068359,ucust_006601,91649,curitiba,RJ
cust_085439,ucust_006602,74165,brasilia,SP
cust_088093,ucust_006603,76317,rio de janeiro,ES
