order_id,payment_sequential,payment_type,payment_installments,payment_value
order_008316,1,credit_card,12,32.21
order_008317,1,debit_card,3,154.84
order_008318,1,boleto,6,201.56
order_008319,1,boleto,1,90.8
order_008320,1,credit_card,12,61.09
order_008321,1,credit_card,4,20.24
order_008322,1,credit_card,1,72.35
order_008323,1,credit_card,1,86.33
order_008324,1,credit_card,9,101.22
order_008325,1,credit_card,6,296.19
order_008326,1,boleto,2,20.72
order_008327,1,credit_card,6,40.67
order_008328,1,credit_card,11,92.12
order_008329,1,credit_card,1,32.28
order_008330,1,credit_card,2,132.83
order_008331,1,boleto,1,40.57
order_008332,1,credit_card,2,56.95
order_008333,1,credit_card,2,487.13
order_008334,1,boleto,2,130.72
order_008335,1,credit_card,9,83.65
order_008336,1,credit_card,1,138.76
order_008337,1,boleto,2,135.75
order_008338,1,credit_card,11,61.32
order_008339,1,credit_card,5,42.97
order_008340,1,credit_card,8,47.38
order_008341,1,voucher,1,59.97
order_008342,1,boleto,1,576.29
order_008343,1,credit_card,6,17.57
order_008344,1,credit_card,4,24.97
order_008345,1,credit_card,2,91.18
order_008346,1,credit_card,3,48.49
order_008347,1,credit_card,7,36.2
order_008348,1,credit_card,2,30.16
order_008349,1,credit_card,1,108.2
order_008350,1,credit_card,1,57.57
order_008351,1,credit_card,1,49.03
order_008352,1,credit_card,2,139.9
order_008353,1,credit_card,1,129.23
order_008354,1,boleto,4,33.42
order_008355,1,credit_card,2,73.77
order_008356,1,credit_card,1,83.67
order_008357,1,credit_card,5,65.5
order_008358,1,boleto,2,176.31
order_008359,1,voucher,1,15.07
order_008360,1,credit_card,2,63.38
order_008361,1,credit_card,3,96.46
order_008362,1,boleto,1,47.86
order_008363,1,credit_card,2,145.49
order_008364,1,boleto,9,106.21
order_008365,1,credit_card,1,30.05
order_008366,1,credit_card,1,109.09
order_008367,1,boleto,2,146.08
order_008368,1,boleto,5,97.84
order_008369,1,credit_card,5,42.98
order_008370,1,voucher,2,81.17
order_008371,1,credit_card,8,26.64
order_008372,1,credit_card,3,105.68
order_008373,1,credit_card,2,138.2
order_008374,1,credit_card,4,135.85
order_008375,1,voucher,3,40.91
order_008376,1,boleto,4,89.55
order_008377,1,credit_card,2,43.93
order_008378,1,voucher,1,59.41
order_008379,1,debit_card,1,60.69
order_008380,1,credit_card,3,288.98
order_008381,1,credit_card,1,121.11
order_008382,1,credit_card,2,73.47
order_008383,1,credit_card,6,88.31
order_008384,1,boleto,7,49.69
order_008385,1,credit_card,9,170.58
order_008386,1,debit_card,5,89.57
order_008387,1,credit_card,2,172.63
order_008388,1,debit_card,4,107.56
order_008389,1,boleto,1,60.99
order_008390,1,credit_card,1,81.59
order_008391,1,credit_card,1,188.68
order_008392,1,credit_card,5,522.88
order_008393,1,boleto,1,40.71
order_008394,1,boleto,1,23.04
order_008395,1,credit_card,5,50.98
order_008396,1,credit_card,1,75.87
order_008397,1,credit_card,6,12.7
order_008398,1,boleto,2,86.8
order_008399,1,credit_card,1,33.99
order_008400,1,credit_card,9,30.83
order_008401,1,credit_card,7,63.69
order_008402,1,boleto,1,177.7
order_008403,1,credit_card,5,34.55
order_008404,1,credit_card,1,35.08
order_008405,1,voucher,1,62.3
order_008406,1,credit_card,1,98.48
order_008407,1,credit_card,3,189.61
order_008408,1,credit_card,12,38.7
order_008409,1,voucher,2,335.13
order_008410,1,credit_card,2,255.79
order_008411,1,credit_card,12,127.21
order_008412,1,credit_card,3,33.69
order_008413,1,boleto,6,34.99
order_008414,1,credit_card,4,173.88
order_008415,1,credit_card,3,123.89
order_008416,1,credit_card,5,63.05
order_008417,1,credit_card,3,39.36
order_008418,1,boleto,10,182.49
order_008419,1,credit_card,11,83.22
order_008420,1,credit_card,1,99.31
order_008421,1,credit_card,2,86.21
order_008422,1,credit_card,1,35.21
order_008423,1,debit_card,5,77.68
order_008424,1,credit_card,1,60.51
order_008425,1,boleto,8,144.42
order_008426,1,credit_card,4,113.74
order_008427,1,credit_card,4,66.07
order_008428,1,credit_card,4,318.7
order_008429,1,debit_card,1,151.83
order_008430,1,credit_card,5,141.41
order_008431,1,credit_card,1,39.65
order_008432,1,credit_card,2,97.09
order_008433,1,credit_card,1,211.9
order_008434,1,credit_card,10,76.03
order_008435,1,boleto,2,141.01
order_008436,1,boleto,8,49.0
order_008437,1,boleto,1,64.31
order_008438,1,voucher,1,119.16
order_008439,1,credit_card,9,38.58
order_008440,1,credit_card,1,40.54
order_008441,1,boleto,1,96.71
order_008442,1,credit_card,1,55.03
order_008443,1,credit_card,8,374.24
order_008444,1,credit_card,3,67.65
order_008445,1,credit_card,1,89.58
order_008446,1,credit_card,1,72.42
order_008447,1,credit_card,1,153.33
order_008448,1,credit_card,1,49.81
order_008449,1,credit_card,2,64.74
order_008450,1,credit_card,1,65.24
order_008451,1,credit_card,4,91.87
order_008452,1,boleto,3,93.05
order_008453,1,credit_card,3,144.72
order_008454,1,boleto,8,282.14
order_008455,1,credit_card,1,96.07
order_008456,1,debit_card,1,150.11
order_008457,1,credit_card,1,67.25
order_008458,1,boleto,4,161.31
order_008459,1,credit_card,5,107.86
order_008460,1,boleto,1,33.76
order_008461,1,credit_card,1,229.55
order_008462,1,credit_card,4,95.57
order_008463,1,credit_card,2,49.52
order_008464,1,boleto,2,47.61
order_008465,1,credit_card,1,79.24
order_008466,1,credit_card,1,44.15
order_008467,1,credit_card,7,65.86
order_008468,1,credit_card,2,105.55
order_008469,1,credit_card,2,101.42
order_008470,1,credit_card,2,158.03
order_008471,1,boleto,7,100.16
order_008472,1,credit_card,11,128.87
order_008473,1,credit_card,1,141.67
order_008474,1,credit_card,1,57.66
order_008475,1,credit_card,6,113.91
order_008476,1,credit_card,8,190.43
order_008477,1,credit_card,1,116.36
order_008478,1,credit_card,1,47.76
order_008479,1,boleto,9,81.11
order_008480,1,boleto,4,13.71
order_008481,1,boleto,1,22.17
order_008482,1,credit_card,1,58.75
order_008483,1,credit_card,3,19.09
order_008484,1,boleto,1,46.85
order_008485,1,credit_card,4,80.27
order_008486,1,credit_card,9,110.26
order_008487,1,credit_card,8,102.24
order_008488,1,credit_card,6,78.21
order_008489,1,credit_card,12,162.14
order_008490,1,credit_card,11,68.74
order_008491,1,boleto,1,40.4
order_008492,1,credit_card,11,89.36
order_008493,1,credit_card,2,23.54
order_008494,1,credit_card,3,28.74
order_008495,1,credit_card,3,80.74
order_008496,1,credit_card,5,95.74
order_008497,1,credit_card,3,53.67
order_008498,1,credit_card,1,286.65
order_008499,1,voucher,1,153.61
order_008500,1,credit_card,9,17.34
order_008501,1,credit_card,2,67.82
order_008502,1,debit_card,1,75.35
order_008503,1,credit_card,4,69.56
order_008504,1,voucher,9,62.84
order_008505,1,credit_card,1,212.72
order_008506,1,credit_card,4,53.64
order_008507,1,credit_card,5,254.1
order_008508,1,credit_card,3,135.03
order_008509,1,voucher,1,88.61
order_008510,1,boleto,6,216.33
order_008511,1,credit_card,9,139.72
order_008512,1,voucher,4,89.61
order_008513,1,credit_card,7,233.02
order_008514,1,credit_card,2,179.5
order_008515,1,credit_card,2,250.54
order_008516,1,boleto,4,71.77
order_008517,1,credit_card,1,50.08
order_008518,1,credit_card,2,514.55
order_008519,1,credit_card,1,230.03
order_008520,1,credit_card,10,78.52
order_008521,1,boleto,1,135.66
order_008522,1,credit_card,2,473.86
order_008523,1,debit_card,7,53.19
order_008524,1,credit_card,9,68.34
order_008525,1,credit_card,3,75.49
order_008526,1,boleto,1,78.66
order_008527,1,boleto,1,112.32
order_008528,1,boleto,6,124.92
order_008529,1,credit_card,12,138.22
order_008530,1,boleto,4,52.29
order_008531,1,credit_card,1,13.94
order_008532,1,credit_card,9,109.2
order_008533,1,credit_card,1,62.86
order_008534,1,credit_card,4,36.45
order_008535,1,credit_card,3,46.21
order_008536,1,credit_card,2,68.0
order_008537,1,credit_card,4,153.59
order_008538,1,credit_card,8,73.07
order_008539,1,voucher,5,207.02
order_008540,1,credit_card,6,84.52
order_008541,1,credit_card,7,59.23
order_008542,1,credit_card,6,111.56
order_008543,1,boleto,1,113.13
order_008544,1,credit_card,12,117.34
order_008545,1,credit_card,5,212.66
order_008546,1,credit_card,8,29.41
order_008547,1,credit_card,1,143.45
order_008548,1,credit_card,1,114.88
order_008549,1,debit_card,5,70.71
order_008550,1,credit_card,11,137.84
order_008551,1,credit_card,5,103.72
order_008552,1,credit_card,2,89.48
order_008553,1,credit_card,1,166.25
order_008554,1,credit_card,1,112.22
order_008555,1,boleto,11,121.3
order_008556,1,credit_card,2,70.8
order_008557,1,boleto,1,104.61
order_008558,1,credit_card,2,63.07
order_008559,1,credit_card,2,93.54
order_008560,1,debit_card,2,40.6
order_008561,1,credit_card,10,174.35
order_008562,1,credit_card,1,62.79
order_008563,1,credit_card,4,71.6
order_008564,1,credit_card,2,43.88
order_008565,1,credit_card,1,81.31
order_008566,1,credit_card,1,89.94
order_008567,1,credit_card,1,76.45
order_008568,1,boleto,1,128.67
order_008569,1,credit_card,7,192.05
order_008570,1,boleto,5,34.6
order_008571,1,boleto,8,149.06
order_008572,1,debit_card,4,88.95
order_008573,1,credit_card,1,79.26
order_008574,1,credit_card,2,28.8
order_008575,1,credit_card,1,203.99
order_008576,1,credit_card,5,34.22
order_008577,1,boleto,11,60.47
order_008578,1,boleto,1,101.59
order_008579,1,credit_card,1,123.93
order_008580,1,credit_card,1,98.48
order_008581,1,credit_card,9,28.68
order_008582,1,credit_card,6,25.28
order_008583,1,credit_card,1,214.97
order_008584,1,credit_card,10,73.5
order_008585,1,boleto,4,48.43
order_008586,1,credit_card,2,70.46
order_008587,1,credit_card,1,50.27
order_008588,1,credit_card,1,72.29
order_008589,1,credit_card,5,307.3
order_008590,1,credit_card,2,160.6
order_008591,1,credit_card,2,49.35
order_008592,1,credit_card,4,43.03
order_008593,1,credit_card,4,167.01
order_008594,1,credit_card,1,94.88
order_008595,1,credit_card,4,60.96
order_008596,1,credit_card,5,127.18
order_008597,1,boleto,1,113.78
order_008598,1,credit_card,3,96.36
order_008599,1,boleto,1,166.84
order_008600,1,credit_card,5,149.61
order_008601,1,credit_card,4,114.04
order_008602,1,credit_card,1,171.37
order_008603,1,credit_card,5,228.16
order_008604,1,credit_card,8,50.02
order_008605,1,credit_card,3,91.34
order_008606,1,credit_card,4,50.6
order_008607,1,credit_card,2,57.83
order_008608,1,credit_card,2,53.61
order_008609,1,credit_card,6,104.49
order_008610,1,credit_card,2,74.05
order_008611,1,boleto,6,262.5
order_008612,1,credit_card,2,31.86
order_008613,1,voucher,2,235.98
order_008614,1,credit_card,2,109.57
order_008615,1,boleto,3,101.02
order_008616,1,credit_card,3,213.83
order_008617,1,credit_card,12,67.11
order_008618,1,credit_card,2,192.39
order_008619,1,credit_card,12,103.62
order_008620,1,credit_card,1,125.83
order_008621,1,credit_card,2,119.18
order_008622,1,credit_card,1,118.54
order_008623,1,boleto,3,332.79
order_008624,1,boleto,2,167.21
order_008625,1,boleto,1,429.9
order_008626,1,credit_card,1,84.08
order_008627,1,credit_card,6,42.7
order_008628,1,credit_card,8,82.64
order_008629,1,credit_card,2,76.5
order_008630,1,boleto,4,50.63
order_008631,1,credit_card,1,61.43
order_008632,1,voucher,1,114.64
order_008633,1,credit_card,6,170.59
order_008634,1,voucher,3,195.54
order_008635,1,credit_card,1,106.76
order_008636,1,credit_card,6,27.18
order_008637,1,boleto,1,340.01
order_008638,1,credit_card,6,110.3
order_008639,1,credit_card,10,110.26
order_008640,1,credit_card,2,634.44
order_008641,1,boleto,10,57.68
order_008642,1,credit_card,4,196.61
order_008643,1,credit_card,1,47.49
order_008644,1,credit_card,4,117.19
order_008645,1,boleto,11,47.73
order_008646,1,credit_card,1,51.67
order_008647,1,boleto,9,165.4
order_008648,1,credit_card,1,65.38
order_008649,1,credit_card,2,55.11
order_008650,1,boleto,1,205.82
order_008651,1,credit_card,2,176.44
order_008652,1,credit_card,2,116.47
order_008653,1,credit_card,1,120.98
order_008654,1,credit_card,2,55.64
order_008655,1,credit_card,2,106.54
order_008656,1,credit_card,3,72.29
order_008657,1,credit_card,4,163.27
order_008658,1,credit_card,3,58.54
order_008659,1,credit_card,12,241.99
order_008660,1,credit_card,1,162.15
order_008661,1,boleto,11,91.09
order_008662,1,credit_card,4,30.54
order_008663,1,credit_card,1,375.51
order_008664,1,credit_card,2,97.3
order_008665,1,credit_card,1,76.0
order_008666,1,voucher,1,85.39
order_008667,1,credit_card,1,52.96
order_008668,1,credit_card,1,58.72
order_008669,1,boleto,1,61.2
order_008670,1,credit_card,9,142.76
order_008671,1,credit_card,3,106.04
order_008672,1,credit_card,11,219.17
order_008673,1,voucher,9,31.6
order_008674,1,credit_card,2,102.52
order_008675,1,credit_card,2,124.65
order_008676,1,boleto,6,21.85
order_008677,1,boleto,1,64.83
order_008678,1,boleto,6,79.49
order_008679,1,credit_card,1,230.93
order_008680,1,credit_card,1,228.07
order_008681,1,credit_card,6,167.93
order_008682,1,credit_card,8,49.1
order_008683,1,boleto,5,105.29
order_008684,1,credit_card,11,21.95
order_008685,1,credit_card,2,31.14
order_008686,1,credit_card,2,149.42
order_008687,1,credit_card,3,67.71
order_008688,1,credit_card,3,69.09
order_008689,1,credit_card,11,49.24
order_008690,1,credit_card,4,70.66
order_008691,1,credit_card,6,190.19
order_008692,1,credit_card,11,68.91
order_008693,1,boleto,1,139.64
order_008694,1,credit_card,1,103.89
order_008695,1,credit_card,7,43.2
order_008696,1,credit_card,1,219.92
order_008697,1,credit_card,4,168.77
order_008698,1,credit_card,2,89.29
order_008699,1,credit_card,8,34.37
order_008700,1,credit_card,2,160.82
order_008701,1,boleto,1,307.59
order_008702,1,credit_card,3,297.06
order_008703,1,voucher,7,26.69
order_008704,1,credit_card,1,282.59
order_008705,1,credit_card,1,130.03
order_008706,1,credit_card,1,101.09
order_008707,1,boleto,6,36.66
order_008708,1,credit_card,1,97.65
order_008709,1,credit_card,7,88.69
order_008710,1,boleto,1,97.92
order_008711,1,credit_card,4,206.09
order_008712,1,credit_card,1,126.65
order_008713,1,credit_card,1,33.73
order_008714,1,credit_card,1,54.68
order_008715,1,credit_card,3,149.2
order_008716,1,credit_card,1,152.8
order_008717,1,credit_card,3,70.97
order_008718,1,credit_card,9,60.35
order_008719,1,credit_card,1,450.62
order_008720,1,credit_card,1,159.17
order_008721,1,credit_card,1,40.41
order_008722,1,credit_card,1,86.24
order_008723,1,credit_card,2,83.87
order_008724,1,credit_card,2,43.73
order_008725,1,voucher,1,78.59
order_008726,1,credit_card,5,99.51
order_008727,1,credit_card,1,106.5
order_008728,1,credit_card,1,88.63
order_008729,1,credit_card,1,196.05
order_008730,1,credit_card,1,228.39
order_008731,1,credit_card,4,106.57
order_008732,1,credit_card,1,75.2
order_008733,1,credit_card,1,140.59
order_008734,1,credit_card,4,65.73
order_008735,1,boleto,1,113.03
order_008736,1,credit_card,6,31.11
order_008737,1,credit_card,9,92.58
order_008738,1,boleto,2,47.86
order_008739,1,credit_card,3,104.07
order_008740,1,credit_card,4,46.49
order_008741,1,boleto,1,177.96
order_008742,1,boleto,5,220.41
order_008743,1,credit_card,11,74.84
order_008744,1,boleto,4,202.35
order_008745,1,credit_card,9,275.35
order_008746,1,credit_card,1,92.3
order_008747,1,boleto,3,57.07
order_008748,1,credit_card,1,36.89
order_008749,1,credit_card,2,206.57
order_008750,1,credit_card,9,31.23
order_008751,1,credit_card,5,36.28
order_008752,1,boleto,10,116.25
order_008753,1,credit_card,1,39.55
order_008754,1,credit_card,4,25.43
order_008755,1,boleto,2,114.93
order_008756,1,credit_card,7,99.44
order_008757,1,credit_card,1,62.21
order_008758,1,boleto,1,45.7
order_008759,1,credit_card,1,94.56
order_008760,1,credit_card,7,101.42
order_008761,1,credit_card,3,41.76
order_008762,1,credit_card,1,110.03
order_008763,1,voucher,1,300.1
order_008764,1,boleto,1,80.27
order_008765,1,credit_card,1,95.09
order_008766,1,credit_card,1,176.73
order_008767,1,credit_card,12,48.61
order_008768,1,voucher,4,33.35
order_008769,1,credit_card,1,217.32
order_008770,1,credit_card,10,96.2
order_008771,1,credit_card,1,205.22
order_008772,1,credit_card,1,82.89
order_008773,1,debit_card,1,106.56
order_008774,1,credit_card,2,147.14
order_008775,1,credit_card,3,47.85
order_008776,1,debit_card,7,78.71
order_008777,1,credit_card,4,43.63
order_008778,1,credit_card,10,69.98
order_008779,1,credit_card,3,71.54
order_008780,1,credit_card,8,32.88
order_008781,1,boleto,2,74.46
order_008782,1,credit_card,1,50.01
order_008783,1,credit_card,3,103.58
order_008784,1,voucher,3,337.66
order_008785,1,credit_card,12,124.33
order_008786,1,credit_card,4,123.55
order_008787,1,credit_card,5,74.76
order_008788,1,voucher,4,212.82
order_008789,1,credit_card,2,102.43
order_008790,1,credit_card,1,155.09
order_008791,1,credit_card,1,62.16
order_008792,1,credit_card,2,81.84
order_008793,1,credit_card,2,58.32
order_008794,1,voucher,4,49.5
order_008795,1,credit_card,1,94.32
order_008796,1,boleto,4,15.73
order_008797,1,credit_card,9,118.14
order_008798,1,credit_card,2,89.05
order_008799,1,credit_card,4,114.68
order_008800,1,credit_card,7,35.22
order_008801,1,credit_card,7,95.27
order_008802,1,credit_card,9,88.87
order_008803,1,credit_card,3,243.59
order_008804,1,boleto,1,172.39
order_008805,1,credit_card,9,130.9
order_008806,1,credit_card,7,59.21
order_008807,1,credit_card,1,437.23
order_008808,1,boleto,3,24.8
order_008809,1,boleto,1,72.57
order_008810,1,credit_card,6,157.89
order_008811,1,credit_card,12,33.72
order_008812,1,credit_card,1,181.96
order_008813,1,voucher,8,50.14
order_008814,1,credit_card,12,13.61
order_008815,1,credit_card,5,74.57
order_008816,1,voucher,1,151.01
order_008817,1,credit_card,1,45.83
order_008818,1,boleto,1,129.61
order_008819,1,credit_card,5,119.67
order_008820,1,credit_card,5,178.16
order_008821,1,credit_card,12,47.53
order_008822,1,voucher,1,88.74
order_008823,1,credit_card,1,91.25
order_008824,1,credit_card,9,155.97
order_008825,1,credit_card,1,320.6
order_008826,1,voucher,1,34.47
order_008827,1,credit_card,1,182.41
order_008828,1,voucher,9,114.78
order_008829,1,credit_card,10,18.7
order_008830,1,credit_card,8,263.33
order_008831,1,credit_card,4,71.5
order_008832,1,boleto,1,188.95
order_008833,1,credit_card,10,69.26
order_008834,1,credit_card,1,42.15
order_008835,1,credit_card,7,93.58
order_008836,1,credit_card,4,53.37
order_008837,1,credit_card,10,108.91
order_008838,1,credit_card,6,21.68
order_008839,1,credit_card,2,93.44
order_008840,1,boleto,2,86.05
order_008841,1,credit_card,5,44.06
order_008842,1,credit_card,6,43.0
order_008843,1,credit_card,4,70.32
order_008844,1,credit_card,12,186.03
order_008845,1,credit_card,6,98.73
order_008846,1,credit_card,4,128.21
order_008847,1,boleto,3,66.14
order_008848,1,boleto,1,164.97
order_008849,1,credit_card,9,112.6
order_008850,1,credit_card,2,15.12
order_008851,1,credit_card,8,67.22
order_008852,1,boleto,3,172.83
order_008853,1,credit_card,1,109.09
order_008854,1,credit_card,1,78.97
order_008855,1,boleto,2,83.19
order_008856,1,credit_card,3,58.83
order_008857,1,boleto,6,62.71
order_008858,1,boleto,2,309.82
order_008859,1,voucher,1,59.97
order_008860,1,credit_card,3,139.93
order_008861,1,credit_card,4,64.75
order_008862,1,credit_card,3,70.55
order_008863,1,credit_card,1,72.79
order_008864,1,boleto,4,80.98
order_008865,1,credit_card,1,92.65
order_008866,1,credit_card,6,128.22
order_008867,1,boleto,11,119.62
order_008868,1,credit_card,1,124.7
order_008869,1,boleto,3,89.33
order_008870,1,boleto,1,12.24
order_008871,1,credit_card,1,134.54
order_008872,1,credit_card,2,56.72
order_008873,1,debit_card,3,152.53
order_008874,1,credit_card,9,47.11
order_008875,1,credit_card,2,127.56
order_008876,1,credit_card,1,64.38
order_008877,1,credit_card,9,68.62
order_008878,1,credit_card,1,187.65
order_008879,1,boleto,3,129.58
order_008880,1,credit_card,1,48.56
order_008881,1,boleto,1,120.88
order_008882,1,credit_card,2,163.45
order_008883,1,credit_card,9,64.95
order_008884,1,credit_card,5,242.75
order_008885,1,credit_card,1,40.7
order_008886,1,boleto,1,122.43
order_008887,1,credit_card,4,61.4
order_008888,1,debit_card,4,70.29
order_008889,1,credit_card,2,327.17
order_008890,1,credit_card,9,215.22
order_008891,1,voucher,2,65.66
order_008892,1,credit_card,2,84.89
order_008893,1,credit_card,2,28.43
order_008894,1,debit_card,1,43.72
order_008895,1,credit_card,12,16.46
order_008896,1,credit_card,1,48.88
order_008897,1,credit_card,1,53.84
order_008898,1,boleto,5,64.02
order_008899,1,credit_card,3,109.71
order_008900,1,credit_card,3,105.26
order_008901,1,boleto,3,322.3
order_008902,1,credit_card,6,70.35
order_008903,1,credit_card,1,33.29
order_008904,1,boleto,1,230.61
order_008905,1,boleto,8,36.67
order_008906,1,credit_card,1,154.37
order_008907,1,credit_card,1,52.47
order_008908,1,credit_card,5,150.41
order_008909,1,credit_card,3,27.95
order_008910,1,credit_card,11,28.32
order_008911,1,boleto,1,161.55
order_008912,1,credit_card,1,75.16
order_008913,1,credit_card,11,21.23
order_008914,1,credit_card,1,43.79
order_008915,1,boleto,1,276.81
order_008916,1,credit_card,2,374.77
order_008917,1,credit_card,2,62.21
order_008918,1,credit_card,4,30.15
order_008919,1,credit_card,9,52.64
order_008920,1,credit_card,1,34.73
order_008921,1,credit_card,4,84.23
order_008922,1,credit_card,5,124.23
order_008923,1,boleto,6,412.48
order_008924,1,credit_card,5,69.95
order_008925,1,credit_card,4,42.15
order_008926,1,boleto,4,340.31
order_008927,1,boleto,8,94.12
order_008928,1,credit_card,1,82.34
order_008929,1,credit_card,4,16.27
order_008930,1,credit_card,4,260.51
order_008931,1,boleto,2,122.43
order_008932,1,credit_card,3,61.62
order_008933,1,credit_card,1,69.37
order_008934,1,boleto,1,187.42
order_008935,1,credit_card,2,107.11
order_008936,1,credit_card,9,156.07
order_008937,1,credit_card,5,56.66
order_008938,1,debit_card,1,29.05
order_008939,1,credit_card,1,269.9
order_008940,1,credit_card,7,17.12
order_008941,1,boleto,7,183.23
order_008942,1,voucher,2,63.69
order_008943,1,credit_card,3,133.05
order_008944,1,credit_card,4,63.78
order_008945,1,boleto,1,75.66
order_008946,1,boleto,1,64.3
order_008947,1,credit_card,1,122.74
order_008948,1,credit_card,1,51.87
order_008949,1,debit_card,9,82.05
order_008950,1,credit_card,7,121.37
order_008951,1,credit_card,5,62.43
order_008952,1,credit_card,4,202.74
order_008953,1,credit_card,1,118.05
order_008954,1,credit_card,1,128.14
order_008955,1,credit_card,1,57.78
order_008956,1,credit_card,1,72.67
order_008957,1,credit_card,8,262.52
order_008958,1,voucher,7,84.41
order_008959,1,credit_card,2,119.58
order_008960,1,credit_card,3,187.39
order_008961,1,credit_card,6,243.26
order_008962,1,boleto,5,109.52
order_008963,1,credit_card,1,38.43
order_008964,1,credit_card,1,48.91
order_008965,1,credit_card,1,107.74
order_008966,1,boleto,3,83.63
order_008967,1,boleto,2,100.71
order_008968,1,debit_card,6,315.17
order_008969,1,credit_card,1,34.7
order_008970,1,voucher,10,96.48
order_008971,1,boleto,4,107.99
order_008972,1,credit_card,1,233.66
order_008973,1,credit_card,4,49.21
order_008974,1,credit_card,2,89.23
order_008975,1,credit_card,1,363.28
order_008976,1,credit_card,1,53.32
order_008977,1,credit_card,12,95.5
order_008978,1,boleto,2,163.57
order_008979,1,credit_card,6,182.81
order_008980,1,boleto,2,100.83
order_008981,1,credit_card,11,88.63
order_008982,1,credit_card,7,46.04
order_008983,1,credit_card,5,57.37
order_008984,1,credit_card,7,124.22
order_008985,1,credit_card,1,140.03
order_008986,1,credit_card,8,170.15
order_008987,1,boleto,1,764.42
order_008988,1,credit_card,2,14.53
order_008989,1,credit_card,2,92.62
order_008990,1,credit_card,1,56.68
order_008991,1,boleto,2,150.62
order_008992,1,credit_card,7,219.8
order_008993,1,boleto,6,131.78
order_008994,1,credit_card,1,99.61
order_008995,1,credit_card,2,179.46
order_008996,1,credit_card,8,298.88
order_008997,1,credit_card,2,76.07
order_008998,1,debit_card,1,55.09
order_008999,1,credit_card,8,58.28
order_009000,1,credit_card,5,29.33
order_009001,1,credit_card,3,246.86
order_009002,1,credit_card,3,62.95
order_009003,1,credit_card,1,62.02
order_009004,1,credit_card,5,65.72
order_009005,1,credit_card,10,115.09
order_009006,1,credit_card,11,194.24
order_009007,1,boleto,1,206.5
order_009008,1,credit_card,2,33.52
order_009009,1,boleto,8,232.38
order_009010,1,voucher,8,123.16
order_009011,1,voucher,4,9.93
order_009012,1,debit_card,11,61.64
order_009013,1,credit_card,2,289.57
order_009014,1,credit_card,8,95.05
order_009015,1,credit_card,1,489.95
order_009016,1,credit_card,1,72.74
order_009017,1,credit_card,2,179.1
order_009018,1,credit_card,12,119.54
order_009019,1,credit_card,1,317.48
order_009020,1,credit_card,1,74.2
order_009021,1,credit_card,5,106.8
order_009022,1,boleto,1,51.12
order_009023,1,boleto,1,388.32
order_009024,1,boleto,5,42.73
order_009025,1,credit_card,2,93.83
order_009026,1,credit_card,1,115.79
order_009027,1,boleto,1,65.9
order_009028,1,credit_card,5,112.94
order_009029,1,credit_card,5,103.67
order_009030,1,boleto,2,118.82
order_009031,1,credit_card,5,92.53
order_009032,1,credit_card,1,111.83
order_009033,1,credit_card,6,34.55
order_009034,1,boleto,11,42.73
order_009035,1,credit_card,1,59.81
order_009036,1,credit_card,5,48.43
order_009037,1,credit_card,2,40.94
order_009038,1,credit_card,9,61.0
order_009039,1,boleto,2,102.8
order_009040,1,boleto,12,102.25
order_009041,1,credit_card,4,24.91
order_009042,1,boleto,1,91.37
order_009043,1,credit_card,11,24.96
order_009044,1,credit_card,4,92.47
order_009045,1,boleto,6,108.13
order_009046,1,credit_card,1,121.1
order_009047,1,credit_card,6,51.77
order_009048,1,credit_card,5,230.74
order_009049,1,credit_card,1,437.74
order_009050,1,credit_card,6,12.84
order_009051,1,boleto,4,59.18
order_009052,1,credit_card,6,112.0
order_009053,1,credit_card,3,94.83
order_009054,1,credit_card,4,26.89
order_009055,1,boleto,11,96.67
order_009056,1,credit_card,9,83.4
order_009057,1,credit_card,1,226.27
order_009058,1,credit_card,6,145.8
order_009059,1,credit_card,6,96.1
order_009060,1,voucher,1,42.23
order_009061,1,boleto,11,102.61
order_009062,1,credit_card,2,67.09
order_009063,1,credit_card,1,159.6
order_009064,1,boleto,2,238.42
order_009065,1,credit_card,1,97.76
order_009066,1,credit_card,4,166.88
order_009067,1,voucher,8,54.29
order_009068,1,credit_card,6,208.85
order_009069,1,credit_card,3,139.12
order_009070,1,credit_card,3,140.26
order_009071,1,credit_card,2,39.6
order_009072,1,credit_card,3,83.04
order_009073,1,credit_card,3,29.34
order_009074,1,credit_card,1,40.11
order_009075,1,credit_card,9,91.15
order_009076,1,credit_card,12,34.22
order_009077,1,boleto,3,103.28
order_009078,1,credit_card,1,148.32
order_009079,1,credit_card,11,109.77
order_009080,1,debit_card,9,87.74
order_009081,1,credit_card,4,52.95
order_009082,1,credit_card,1,97.7
order_009083,1,credit_card,12,328.08
order_009084,1,boleto,3,128.73
order_009085,1,credit_card,7,74.81
order_009086,1,voucher,2,52.02
order_009087,1,credit_card,5,188.54
order_009088,1,credit_card,2,229.33
order_009089,1,credit_card,6,329.73
order_009090,1,credit_card,1,124.8
order_009091,1,credit_card,1,100.27
order_009092,1,credit_card,3,150.54
order_009093,1,credit_card,5,89.79
order_009094,1,credit_card,7,121.12
order_009095,1,credit_card,3,117.07
order_009096,1,credit_card,1,56.96
order_009097,1,credit_card,4,85.92
order_009098,1,boleto,2,69.27
order_009099,1,credit_card,2,43.25
order_009100,1,credit_card,1,91.1
order_009101,1,credit_card,2,30.32
